type,models,weights,roc_auc
rank_average,XGB_A+XGB_E+XGB_H+XGB_F+XGB_C,equal,0.9446298595998229
triple,XGB_D+XGB_B+XGB_F,"[0.5, 0.25, 0.25]",0.9446298367909823
triple,XGB_D+XGB_B+XGB_F,"[0.5, 0.3, 0.2]",0.9446288782533455
rank_average,XGB_A+XGB_B+XGB_C,equal,0.944628672880685
triple,XGB_A+XGB_B+XGB_C,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.9446264621377123
rank_average,XGB_A+XGB_E+XGB_B+XGB_H+XGB_F+XGB_C,equal,0.9446262452209856
rank_average,XGB_E+XGB_D+XGB_B+XGB_H,equal,0.944622911189174
quad,XGB_E+XGB_D+XGB_B+XGB_H,"[0.25, 0.25, 0.25, 0.25]",0.944622658166208
pair,XGB_D+XGB_F,"[0.7, 0.3]",0.9446225389861381
pair,XGB_D+XGB_F,"[0.75, 0.25]",0.9446224739964594
triple,XGB_D+XGB_H+XGB_F,"[0.7, 0.15, 0.15]",0.9446224455009251
rank_average,XGB_A+XGB_H+XGB_C,equal,0.9446222624095535
triple,XGB_E+XGB_D+XGB_C,"[0.6, 0.2, 0.2]",0.9446212425906138
triple,XGB_D+XGB_H+XGB_F,"[0.6, 0.2, 0.2]",0.9446206811207517
rank_average,XGB_A+XGB_F+XGB_C,equal,0.9446201002711335
triple,XGB_A+XGB_H+XGB_C,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.944619940190313
triple,XGB_E+XGB_D+XGB_C,"[0.5, 0.25, 0.25]",0.944619555923418
rank_average,XGB_A+XGB_B+XGB_F+XGB_C,equal,0.944619494192145
pair,XGB_D+XGB_F,"[0.8, 0.2]",0.94461909314446
triple,XGB_D+XGB_F+XGB_C,"[0.7, 0.15, 0.15]",0.9446186721584351
rank_average,XGB_E+XGB_D+XGB_H+XGB_F,equal,0.9446184471577589
triple,XGB_E+XGB_D+XGB_C,"[0.7, 0.15, 0.15]",0.9446182036772672
triple,XGB_D+XGB_B+XGB_H,"[0.6, 0.2, 0.2]",0.9446179531136218
rank_average,XGB_E+XGB_D+XGB_B+XGB_H+XGB_F,equal,0.944617890901346
triple,XGB_D+XGB_B+XGB_H,"[0.7, 0.15, 0.15]",0.94461682520095
triple,XGB_A+XGB_F+XGB_C,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.9446161181268988
triple,XGB_D+XGB_B+XGB_C,"[0.7, 0.15, 0.15]",0.9446137343625799
rank_average,XGB_A+XGB_B+XGB_H+XGB_C,equal,0.9446133879009498
pair,XGB_D+XGB_F,"[0.6, 0.4]",0.9446127231939315
triple,XGB_D+XGB_B+XGB_H,"[0.5, 0.3, 0.2]",0.9446126854972802
triple,XGB_D+XGB_F+XGB_C,"[0.6, 0.2, 0.2]",0.9446125751071477
triple,XGB_D+XGB_B+XGB_H,"[0.5, 0.25, 0.25]",0.9446120209376663
pair,XGB_D+XGB_B,"[0.7, 0.3]",0.9446118119652432
triple,XGB_D+XGB_B+XGB_C,"[0.6, 0.2, 0.2]",0.9446110861708751
pair,XGB_D+XGB_B,"[0.75, 0.25]",0.9446104836451004
triple,XGB_D+XGB_H+XGB_F,"[0.5, 0.25, 0.25]",0.9446098405444159
rank_average,XGB_E+XGB_D+XGB_C,equal,0.9446087995535968
triple,XGB_D+XGB_H+XGB_C,"[0.7, 0.15, 0.15]",0.9446087446804922
pair,XGB_D+XGB_B,"[0.6, 0.4]",0.9446078398677596
triple,XGB_D+XGB_H+XGB_F,"[0.5, 0.3, 0.2]",0.9446076533395457
triple,XGB_E+XGB_B+XGB_F,"[0.7, 0.15, 0.15]",0.9446076280015618
pair,XGB_D+XGB_B,"[0.8, 0.2]",0.9446070488509694
rank_average,XGB_D+XGB_B+XGB_F,equal,0.9446069901841495
rank_average,XGB_E+XGB_D+XGB_B+XGB_C,equal,0.9446063081843066
triple,XGB_E+XGB_D+XGB_C,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.9446062823885943
triple,XGB_E+XGB_B+XGB_F,"[0.6, 0.2, 0.2]",0.9446060029570255
triple,XGB_D+XGB_B+XGB_F,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.9446045770553883
rank_average,XGB_A+XGB_B+XGB_H+XGB_F+XGB_C,equal,0.9446045480090283
triple,XGB_D+XGB_B+XGB_C,"[0.5, 0.3, 0.2]",0.9446041628189182
pair,XGB_D+XGB_H,"[0.75, 0.25]",0.9446037655416742
triple,XGB_D+XGB_H+XGB_C,"[0.6, 0.2, 0.2]",0.9446034570249549
pair,XGB_D+XGB_H,"[0.7, 0.3]",0.9446033679541059
rank_average,XGB_E+XGB_D+XGB_B+XGB_F+XGB_C,equal,0.9446032534599338
pair,XGB_D+XGB_H,"[0.8, 0.2]",0.9446018229965284
rank_average,XGB_A+XGB_H+XGB_F+XGB_C,equal,0.9446015977320765
triple,XGB_E+XGB_B+XGB_H,"[0.7, 0.15, 0.15]",0.9446011937595846
triple,XGB_E+XGB_H+XGB_F,"[0.7, 0.15, 0.15]",0.9446000398727638
triple,XGB_D+XGB_B+XGB_C,"[0.5, 0.25, 0.25]",0.9445999619735918
triple,XGB_E+XGB_B+XGB_F,"[0.5, 0.3, 0.2]",0.9445997820785609
triple,XGB_D+XGB_F+XGB_C,"[0.5, 0.3, 0.2]",0.944599572330327
rank_average,XGB_E+XGB_D+XGB_F+XGB_C,equal,0.9445994341506482
triple,XGB_E+XGB_B+XGB_F,"[0.5, 0.25, 0.25]",0.9445992503998374
pair,XGB_E+XGB_F,"[0.8, 0.2]",0.9445990647482898
pair,XGB_D+XGB_C,"[0.8, 0.2]",0.9445984269929423
triple,XGB_E+XGB_B+XGB_H,"[0.6, 0.2, 0.2]",0.9445980501117669
pair,XGB_E+XGB_B,"[0.8, 0.2]",0.9445972763800434
pair,XGB_E+XGB_F,"[0.75, 0.25]",0.9445972625007866
pair,XGB_E+XGB_B,"[0.75, 0.25]",0.9445972166503624
pair,XGB_D+XGB_C,"[0.75, 0.25]",0.9445971192085139
rank_average,XGB_E+XGB_D+XGB_B+XGB_H+XGB_C,equal,0.9445966991301878
rank_average,XGB_E+XGB_D+XGB_H+XGB_C,equal,0.9445964731364737
triple,XGB_D+XGB_F+XGB_C,"[0.5, 0.25, 0.25]",0.9445958080260338
pair,XGB_E+XGB_B,"[0.7, 0.3]",0.9445954356600779
rank_average,XGB_D+XGB_B,equal,0.944595288279282
pair,XGB_D+XGB_H,"[0.6, 0.4]",0.9445952716614124
pair,XGB_D+XGB_B,"[0.5, 0.5]",0.9445951071739862
rank_average,XGB_D+XGB_F,equal,0.9445946913781361
triple,XGB_E+XGB_H+XGB_F,"[0.6, 0.2, 0.2]",0.9445935397178927
pair,XGB_E+XGB_H,"[0.8, 0.2]",0.9445934624781597
pair,XGB_E+XGB_F,"[0.7, 0.3]",0.9445930007698211
rank_average,XGB_E+XGB_D+XGB_B+XGB_H+XGB_F+XGB_C,equal,0.944592967099628
pair,XGB_D+XGB_C,"[0.7, 0.3]",0.9445924037755778
triple,XGB_D+XGB_H+XGB_C,"[0.5, 0.3, 0.2]",0.9445920508902336
pair,XGB_E+XGB_H,"[0.75, 0.25]",0.9445920244040497
triple,XGB_E+XGB_B+XGB_H,"[0.5, 0.3, 0.2]",0.944590576702126
triple,XGB_E+XGB_B+XGB_H,"[0.5, 0.25, 0.25]",0.944590171015092
pair,XGB_D+XGB_F,"[0.5, 0.5]",0.9445898391697392
triple,XGB_D+XGB_H+XGB_C,"[0.5, 0.25, 0.25]",0.944589575952618
pair,XGB_E+XGB_H,"[0.7, 0.3]",0.9445887409861407
rank_average,XGB_D+XGB_B+XGB_H+XGB_F,equal,0.9445883118385852
rank_average,XGB_E+XGB_D+XGB_H+XGB_F+XGB_C,equal,0.9445878998674828
triple,XGB_E+XGB_B+XGB_C,"[0.7, 0.15, 0.15]",0.9445876266424013
rank_average,XGB_D+XGB_B+XGB_H,equal,0.9445870269328202
pair,XGB_E+XGB_B,"[0.6, 0.4]",0.9445869887939565
triple,XGB_D+XGB_B+XGB_H,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.9445866609595461
triple,XGB_E+XGB_F+XGB_C,"[0.7, 0.15, 0.15]",0.9445857881257388
triple,XGB_E+XGB_H+XGB_C,"[0.7, 0.15, 0.15]",0.9445833826852633
triple,XGB_E+XGB_H+XGB_F,"[0.5, 0.25, 0.25]",0.9445804705316592
triple,XGB_E+XGB_H+XGB_F,"[0.5, 0.3, 0.2]",0.9445801497338534
triple,XGB_E+XGB_B+XGB_C,"[0.6, 0.2, 0.2]",0.9445792941618386
